CHANNEL_ID,CHANNEL_TITLE,CHANNEL_VIEWS,COUNTRY,RELEVANCE,SUBS,CHANNEL_LIFETIME_DAILY_VIEWS,CHANNEL_LIFETIME_DAILY_VIEWS_RELEVANT,CHANNEL_VIDEO_VIEWS,RELEVANT_IMPRESSIONS_DAILY,RELEVANT_IMPRESSIONS_IN_DAILY,VIDEO_VIEWS_DAILY,RELEVANT_VIDEO_VIEWS_DAILY,AVG_MINUTES,FROM_DATE,TO_DATE,LR,TAGS,IDEOLOGY,MEDIA,LOGO_URL,AVAILABLE,VIDEO_COUNT
UCDow765I-QrmVp9Kfz0HqGA,Florida Maquis,43494487,US,0.8,132000.0,13330.927343,13330.927343,44951887,40823.084123101,2569.74117094,13780.777408638,11024.62192691,14.518504,2013-07-28T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJULDfiTjazodp7Z_0BybcghaKMRFpmbAO55Rr0eaw=s88-c-k-c0x00ffffff-no-rj,YES,2687
UC8fThw1O4sPhLlgSrfgwAGA,theGrio,31367184,US,0.8,73600.0,8337.967527,8337.967527,31325744,1704.204359943,4258.005169628,6951.581395349,5561.265116279,4.198101,2012-06-17T23:47:45.0000000Z,2022-09-30T00:00:00.0000000Z,L,"[
  ""Black"",
  ""PartisanLeft"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/wruJlpb4e5PQtrQ9YhOULrjvdFEdO1gZR6abJ7e5WQH7yZ_paTflYoGI5yjN5yZIycvASSWmwg=s88-c-k-c0x00ffffff-no-rj,YES,5364
UCwc0nUV55sTXXwS2E8UchmA,Forrest Maready,205681,US,0.9,15300.0,540.993855,540.993855,968379,133.116247966,23.13137334,137.869601329,124.082641196,8.390071,2016-05-16T00:00:00.0000000Z,2021-04-10T00:00:16.1729019Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/Ykj0Q4MSMxJ6T3fwYTy6wyfeGB6due0OIfFEbuHBA9C2eEHFd5R87ODa-3VUy1GAGHFkfVs_4V8=s88-c-k-c0x00ffffff-no-rj,YES,12
UCC6B4Y0oFACv9QBlf0ebBcg,Dr. Steven Greer,49271568,US,0.8,501000.0,13152.410839,13152.410839,45139074,7137.653433515,1064.354096552,11438.311461794,9150.649169435,22.234727,2013-05-24T00:00:00.0000000Z,2022-10-16T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVRMkU1R0YOcNvqXxQdTtk32KsGW1Y2eQ_ShJOE=s88-c-k-c0x00ffffff-no-rj,YES,298
UCTrpnUbQU_Pbie5Qy4PNuUA,Godrules 2 - Sons of Thunder,1267743,,1.0,82900.0,1137.393171,1137.393171,3231334,3830.50793227,801.950961061,1442.396179402,1442.396179402,30.16,2015-01-09T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWoL2FAJsUU2lclubrTgUlN9NyYNLFFVYldvTRrGg=s88-c-k-c0x00ffffff-no-rj,YES,41
UC6yLktIZU6oiYq618ZDP_Nw,Agwn,348991,US,1.0,23900.0,1143.709552,1143.709552,2933615,4273.738605199,485.497992337,2352.742524917,2352.742524917,35.824468,2015-10-16T00:00:00.0000000Z,2022-10-24T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUgMCrDsqTwBQ--RKhd2969zzwWvyYtEzfvUhkR=s88-c-k-c0x00ffffff-no-rj,YES,79
UCTiL1q9YbrVam5nP2xzFTWQ,Suspicious0bservers,210989921,US,0.8,675000.0,47187.03916,47187.03916,197619320,54253.690803377,10807.387329056,55275.958471761,44220.766777409,4.959959,2011-05-04T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXmsQOKDwFYOv4CH80Iy9sd-COyObGNk6goTFKhLA=s88-c-k-c0x00ffffff-no-rj,YES,5522
UCk7SlJx66TsMid90SjYs3MQ,robertsepehr,149575,US,0.9,13000.0,60.061713,60.061713,147932,11.285132517,3.203701654,19.768272425,17.791445183,10.789474,2010-07-06T00:00:00.0000000Z,2017-04-03T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWB1Bu0D6ZZ3P7--6BgJdq1k64JGB6j7u9ukTl7=s88-c-k-c0x00ffffff-no-rj,YES,19
UCFqrvac3eUlp_4MmhelAaDw,Socialist East,54548100,AU,0.6666666667,76000.0,110484.430108,110484.430108,51375260,2215.387213989,2092.965916145,23615.47923588,15743.65282392,3.108434,2016-10-20T00:00:00.0000000Z,2018-01-28T00:00:00.0000000Z,L,"[
  ""Socialist""
]",Socialist,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVvOPYUJ7rtSgUPL14_JGQYenFD3ETKEGK9xDw9cg=s88-c-k-c0x00ffffff-no-rj,YES,78
UCxOEp-QgiQMwqBmJlBbgrJQ,Full Measure with Sharyl Attkisson,7291945,US,1.0,58200.0,2663.211111,2663.211111,6950981,3951.446032593,2700.447880287,3968.322259136,3968.322259136,7.203051,2015-08-25T00:00:00.0000000Z,2022-10-17T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXjPAH2Lh0lAxZr-H7oPOENT1LJzGQC2qlzavJQ=s88-c-k-c0x00ffffff-no-rj,YES,1284
UCgr5cilTJPILaRYS7f_TkVA,Jason Unruhe,31448877,CA,1.0,41600.0,6846.9621,6846.9621,31434403,6114.188261011,585.928744034,1714.524916944,1714.524916944,7.964894,2010-03-05T00:00:00.0000000Z,2022-09-29T00:00:00.0000000Z,L,"[
  ""Socialist""
]",Socialist,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVErNKBltOvuzNYCZ9sCg3mCdEVrzgWIAnSM284tg=s88-c-k-c0x00ffffff-no-rj,YES,4767
UCtHiXlHfmqtyUOh8o5mKISQ,PayDroV,22792155,,1.0,94800.0,14021.960997,14021.960997,25884540,7205.573097061,377.379018124,2901.17358804,2901.17358804,8.822993,2017-09-16T00:00:00.0000000Z,2022-10-06T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJW2OaxIDkmUoHtPMVNR2YHj5-iyJd9MVz-IxDt_7Q=s88-c-k-c0x00ffffff-no-rj,YES,242
UClLNqr9kTEehlf7jSiSLJVg,CoachGregAdams,15722245,US,0.95,220000.0,14933.674361,14933.674361,60167774,98200.517620103,90149.53986443,35123.42358804,33367.252408638,42.421299,2011-10-10T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""MRA""
]",MRA,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWzlywg0M2ZyJ6fpWjePVUULCMCJx5SPHb1_PZn=s88-c-k-c0x00ffffff-no-rj,YES,75
UCCOYSB2aauO71Ut0Pl4SfzA,Hard Lens Media,10698283,US,1.0,40900.0,5110.538878,5110.538878,10384615,12736.420588966,9066.131672589,7403.398671096,7403.398671096,26.35322,2017-03-29T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,L,"[
  ""PartisanLeft""
]",Partisan Left,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXBHsFNa4CGEo1MlQNEoAGsXWioqzWLNl7Hs0WX=s88-c-k-c0x00ffffff-no-rj,YES,4319
UCQb22imbIqKKWOC98C8Rm2A,TMM,18083825,,1.0,63900.0,3708.268891,3708.268891,17224909,18113.111963001,12070.906617857,4968.416112957,4968.416112957,4.994012,2010-01-25T21:38:21.0000000Z,2022-10-14T00:00:00.0000000Z,L,"[
  ""AntiTheist""
]",Anti-theist,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVvZPo7TI5AQoxIyXo-Kvnrpjavzj56SmXeVm6pfA=s88-c-k-c0x00ffffff-no-rj,YES,1068
UC9YCLPrHFfnuNPfEKLqrcrA,The Disciple,3100824,GB,1.0,24500.0,2792.259373,2792.259373,3649483,7568.635889777,917.803224291,2939.158637874,2939.158637874,12.994162,2019-03-19T00:00:00.0000000Z,2022-10-16T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJU8IhFpm9FEL3_Cdu_B-BSPScAKaWDqMINhqahBXA=s88-c-k-c0x00ffffff-no-rj,YES,861
UCL_bomzJWFozc5PREYlyoqw,V for Voluntary Library,3262528,,1.0,22500.0,1177.513149,1177.513149,3581995,5.393643355,497.98045968,158.048172757,158.048172757,36.527638,2007-03-09T00:00:00.0000000Z,2015-07-07T00:00:00.0000000Z,R,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVfKjvWG-s6y5dbqgh16sG0YHrueZIF3L3u7HiU=s88-c-k-c0x00ffffff-no-rj,YES,197
UC-SMFH5qgWK8XxIpcVS14bA,The HayesBrothers,1058002,US,1.0,11900.0,482.865753,482.865753,1057476,4.691008588,1.321245565,10.702657807,10.702657807,19.558974,2016-05-15T00:00:00.0000000Z,2022-05-14T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUZH5yEa_ZlHwRNNmM5B3zQsaWpCEg339eP_UmE=s88-c-k-c0x00ffffff-no-rj,YES,149
UCbdo4fY3kJTLllYguw9ELZA,Corey's Digs,1475531,US,1.0,45200.0,1008.856376,1008.856376,1503196,2583.773286935,253.88150703,1041.852990033,1041.852990033,49.224044,2018-08-25T00:00:00.0000000Z,2022-09-23T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/ytc/AMLnZu9oqLNByG2U1JGImXw1fVEcZZ9TrCDY3MBR6y4a-Q=s88-c-k-c0x00ffffff-no-rj,NO,
UCWqSH40e3PGJIJXig5EUW7w,Southeastern Seminary,3561059,US,0.8,26900.0,689.19325,689.19325,3430804,398.68960515,1140.321662771,1314.92192691,1051.937541528,38.308367,2009-03-04T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUMvo43f86HYsyOHBwTfAhVPP2cvCiFvTlsw2WpZA=s88-c-k-c0x00ffffff-no-rj,YES,1254
UC07F26kHKkpW_qqvXzEGALA,Randy Rainbow,141993688,US,1.0,746000.0,27892.544992,27892.544992,137008181,271127.498762356,242150.026110218,64992.618770764,64992.618770764,3.327485,2009-05-04T00:00:00.0000000Z,2022-10-15T00:00:00.0000000Z,L,"[
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/OVj9vNhcor3UkyqjRXT-C_kVGt_O7P7h9Um_fzvk0AgGEVhN0Z_vw7cgVMn6edanqywHl2O3Kg=s88-c-k-c0x00ffffff-no-rj,YES,174
UCy5H0uunC2qMk0iOF4SHKUw,Hatun Tash DCCI Ministries,19289080,GB,1.0,698000.0,36879.076091,36879.076091,180781231,134740.029679748,71079.436880902,66872.162790698,66872.162790698,29.164303,2009-05-19T06:35:58.0000000Z,2022-10-20T00:12:25.7106510Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/boR8PjMELa71K8PaQsH-_w-lKETx0Wp_tL81ki8SAMaH-X-uAvW41NBNYu9aXye9nrbaLv3_Y0E=s88-c-k-c0x00ffffff-no-rj,YES,121
UCE45f5DdMA9AA-kXU-TVqwA,Bible Answer Man,7910415,US,0.95,54500.0,1563.607896,1563.607896,7564735,2552.778391967,2692.041174007,2851.71013289,2709.124626246,17.929659,2009-07-23T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJU-QZ94OIx1uiPDmyErGLrokny87kKasA3HL3hyCA=s88-c-k-c0x00ffffff-no-rj,YES,2681
UCoG5ya-sMXNMkqkIz1sZ_Lw,The Kavernacle,14877611,GB,1.0,93000.0,5993.87895,5993.87895,12329409,27462.117639881,10029.10579696,9785.833056478,9785.833056478,25.174652,2017-03-03T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,L,"[
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWsPnw82k9qjGWIBaQpA_M4YyGKhHsSSFKkPomgvg=s88-c-k-c0x00ffffff-no-rj,YES,718
UC0Uu4XnRS1hiz3JCpNFIuUg,Political Islam,7010560,,0.9,68500.0,2063.76771,2063.76771,6992045,867.970207112,192.864508681,619.92192691,557.929734219,12.350211,2013-06-02T00:00:00.0000000Z,2022-09-11T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVbBsdAIKSGUQJ66-DKIsjNTTtNCrl8UJeE55iT=s88-c-k-c0x00ffffff-no-rj,YES,233
UCrrIELWlrcgDn5jFwh8k_bQ,END TIME APOSTASY,2702721,IE,1.0,14000.0,1045.525788,1045.525788,2817692,189.823981935,20.190979253,257.141196013,257.141196013,20.45,2015-05-26T00:00:00.0000000Z,2022-10-11T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUY5uLzH41Os8uYFoDfvj-xqzrfnIF38w7sG2p91Q=s88-c-k-c0x00ffffff-no-rj,YES,296
UCsSI1nsPJukyW5dIs9RytGg,WISE UP,8029267,GB,0.8,73100.0,3884.155967,3884.155967,9861872,2550.857673011,1279.747542417,3675.365448505,2940.292358804,10.416256,2015-11-14T00:00:00.0000000Z,2022-10-27T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUzYKhBlfdgcA40suAIw7GaJo-DnWMa5qUoF6qrOxg=s88-c-k-c0x00ffffff-no-rj,YES,366
UCp5x5kxCgg_A220jNIsLyfA,A Call For An Uprising,141698,US,1.0,395000.0,27796.181779,27796.181779,65293231,20661.340811337,793.760063257,9669.84551495,9669.84551495,12.854887,2016-01-29T16:08:58.0000000Z,2022-07-05T00:15:58.0629706Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/JLqxfHbckvFInMw-eSsE6RymLgp1XoYt8cFGmNcEfACLARPTgF3LqEmhq5QygF7pSbDFwam8SRE=s88-c-k-c0x00ffffff-no-rj,NO,
UCQ0PCNPm2aDbWuaFt9W8qxQ,ᘕUN Of ᘕATURN,3857043,US,0.95,36700.0,1829.959095,1829.959095,3802655,68.103683267,21.508345874,348.068936877,330.665490033,13.116279,2015-03-09T00:00:00.0000000Z,2020-11-15T00:00:00.0000000Z,C,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVIJ_IPCfpHlCokvNf33mg5bpBP08R06fTQO-3FlQ=s88-c-k-c0x00ffffff-no-rj,YES,43
UCXEiu2qv0sjRB9KuHjT6YUQ,StudentsForWesternCivilisation,923184,,1.0,25400.0,364.286843,364.286843,922010,99.280557741,48.255574355,522.23255814,522.23255814,21.571429,2015-01-29T00:00:00.0000000Z,2022-01-03T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""WhiteIdentitarian""
]",White Identitarian,YouTube,https://yt3.ggpht.com/ytc/AL5GRJX5T02CJSiM4hIR9v9D8-3-0rcdQumaSQD1-hIS=s88-c-k-c0x00ffffff-no-rj,YES,14
UCiQJ59Y5z6__BaV35G-9j-g,Alpha & Omega Ministries,20331679,US,1.0,97900.0,6088.611329,6088.611329,20208101,17846.070159918,14612.726338908,6283.38372093,6283.38372093,84.555879,2013-09-18T00:00:00.0000000Z,2022-10-20T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AL5GRJU_AYij5aVOMnbfK0Qvz1OIWJmwoC6XczjIBDpwmg=s88-c-k-c0x00ffffff-no-rj,YES,405
UC7Poi3sP2DZw36E65dlKXzQ,tecministries,9664513,,0.85,38900.0,2253.543224,2253.543224,9827702,99.488216169,34.937761983,1277.562292359,1085.927948505,11.501548,2010-11-07T00:00:00.0000000Z,2022-10-16T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVo9BvAkeJ2XJtmvC-qtgHe8F3P-HvwPpdomfM1=s88-c-k-c0x00ffffff-no-rj,YES,387
UC9infsKo33_2LUoiqXGgQWg,Renegade Cut,44044882,,1.0,297000.0,15134.072913,15134.072913,42965633,62316.371280162,53485.356479873,21034.75166113,21034.75166113,36.285714,2015-01-05T00:00:00.0000000Z,2022-10-14T00:00:00.0000000Z,L,"[
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/inE-qgqx0aaZsQ3-E5QOu1r2NCR3yGE5YeEnjP4Qb7v-pSjZKmtyWLgnRxj_2dC7McuDXcNqHw=s88-c-k-c0x00ffffff-no-rj,YES,669
UCPNkWgYXw5xXDGtaOVyVwpQ,Homegrown USA,350040,US,0.8,12900.0,341.8203,341.8203,410868,9.000412372,0.8692662176,159.035714286,127.228571429,26.284211,2019-04-04T00:00:00.0000000Z,2022-07-19T00:00:00.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUgVST9afirq12hDqHSY2Z-KXZA9NMqf0-bQrXT=s88-c-k-c0x00ffffff-no-rj,YES,48
UCw8zcgrDQ68-gdZ5tbm2dww,Parable of the Vineyard,23343232,US,1.0,172000.0,8802.097033,8802.097033,21952430,12175.101054046,6502.870132259,7343.294850498,7343.294850498,72.412358,2015-12-20T00:00:00.0000000Z,2022-10-18T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXRQgmWbxNBhnaGaDdExtsiDQFbThpwZh9i7Gadqw=s88-c-k-c0x00ffffff-no-rj,YES,617
UCS66aeKQNvJSOOGPjVHDE3Q,EFForg,2632838,US,0.95,16700.0,440.520994,440.520994,2622862,115.407712115,83.934392928,66.087209302,62.782848837,25.585714,2006-06-23T00:00:00.0000000Z,2022-10-11T00:00:00.0000000Z,C,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUc1S_hm5SO3hbr290TAo7XVsKob2oqcsYlEJGQ=s88-c-k-c0x00ffffff-no-rj,YES,246
UCQABPFPruEHRaYOlthefnmA,One Reality,2015782,US,0.95,17800.0,1029.765846,1029.765846,2550730,36.328987148,11.614077074,199.924418605,189.928197674,8.206439,2014-04-22T00:00:00.0000000Z,2021-02-01T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXsDJSlQTf0Vphl5z1FmN-fqpN7i_vcspNIAMmZvw=s88-c-k-c0x00ffffff-no-rj,YES,168
UCK9RJwC7Er16-Y8dvIQ-3tw,Apologia Studios,82766702,US,1.0,397000.0,13493.796223,13493.796223,68602460,42842.620938909,44465.351004634,24693.756644518,24693.756644518,40.440397,2008-11-25T00:00:00.0000000Z,2022-10-27T00:00:00.0000000Z,R,"[
  ""PartisanRight"",
  ""ReligiousConservative""
]",Religious Conservative,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXUSBMshe6RdG1ixOcBRwmylJY8uqXvSN-VA1QzHSk=s88-c-k-c0x00ffffff-no-rj,YES,1604
UC9qqyIuIUoRKTG6sE5rVlhg,"Friends of the Earth (England, Wales & Northern Ireland)",249607,GB,0.8,27700.0,4218.690176,4218.690176,23747007,299.123651231,51.056057097,282.997508306,226.398006645,5.060465,2007-05-01T00:00:00.0000000Z,2022-09-28T00:00:00.0000000Z,L,"[
  ""PartisanLeft"",
  ""SocialJustice""
]",Social Justice,YouTube,https://yt3.ggpht.com/ytc/AL5GRJW22BBr6DNjF0x4a0iQmYooL4ItcAQqzuSHsZ9cKg=s88-c-k-c0x00ffffff-no-rj,YES,83
UC3X8lQvudZJ6fMsL7WwqEDw,Airliner World & More,19134656,US,1.0,26900.0,4130.096328,4130.096328,19122346,286.539002018,54.696221986,939.153654485,939.153654485,6.308448,2010-02-12T00:00:00.0000000Z,2022-10-17T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJXLkc-QwxG3kKN-YkslJqjLKsx4V73FBDMPOGA-=s88-c-k-c0x00ffffff-no-rj,YES,449
UCqx5Z7wqwgPsBJhbG_Az96Q,BRMinistries,38395293,US,0.8,279000.0,8920.811608,8920.811608,37503092,12959.766324382,35703.594104003,16549.572259136,13239.657807309,40.202156,2011-03-28T00:00:00.0000000Z,2022-09-30T00:00:00.0000000Z,R,"[
  ""Conspiracy"",
  ""ReligiousConservative""
]",Conspiracy,YouTube,https://yt3.ggpht.com/ytc/AL5GRJVBO5ga6TE5WZBfuHWCu-7TdlVprxVAaGfMlSXrdw=s88-c-k-c0x00ffffff-no-rj,YES,2155
UCAkv6HXaKv9XpQsGwesYsuA,TheBannedOne911,1523124,US,1.0,51800.0,14688.556522,14688.556522,1689184,3959.136882342,37.303282765,1402.976744186,1402.976744186,22.326087,2020-07-21T00:00:00.0000000Z,2020-11-13T21:21:55.0000000Z,R,"[
  ""Conspiracy""
]",Conspiracy,YouTube,https://yt3.ggpht.com/a/AATXAJyHjLqJ-jS4n6JNeT_GBhSYKTKW9AZY1T440yYj=s88-c-k-c0x00ffffff-no-rj,NO,
UCYNDTz7sywv_xIKxnji_LcA,garkah,4316264,,0.85,13600.0,861.502019,861.502019,4267881,6.387648565,247.661342395,334.859634551,284.630689369,3.125786,2009-03-12T00:00:00.0000000Z,2022-10-04T00:00:00.0000000Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUaP3YB_PPcOk3-A1zQrYB4WlTACKjPAkswByEuzw=s88-c-k-c0x00ffffff-no-rj,YES,150
UCB5PUhKvXlxcyU4F575TZAw,rosaryfilms,35124093,,0.85,22300.0,7448.175808,7448.175808,35036219,7.564018398,11.289553619,345.201827243,293.421553156,14.047847,2007-04-05T00:00:00.0000000Z,2020-02-20T01:40:53.0629929Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWWb0ns8rGPYcHvmLj7d-c6GnDpdGP789mEJg=s88-c-k-c0x00ffffff-no-rj,YES,416
UClbDSCfnwIvE9oR3DjwcIHA,Adventure Madness,17831,US,1.0,20700.0,2799.457394,2799.457394,5092213,338.714073377,329.013557935,565.085548173,565.085548173,18.981777,2016-09-12T00:00:00.0000000Z,2021-09-05T01:07:33.9894764Z,R,"[
  ""Libertarian""
]",Libertarian,YouTube,https://yt3.ggpht.com/Xt45HwancmL3RdPnIuTjmYhazTRWuImVwjnINyDFEgGNzGsx4Ww3LMlIG49nyN6d1WR90Kb_=s88-c-k-c0x00ffffff-no-rj,YES,11
UC_QYq3wFd46rcaoKOvPHFgA,The Black Conservative Preacher,1616777,US,1.0,22700.0,2634.285354,2634.285354,2086354,1825.290565901,438.480767969,1727.398671096,1727.398671096,54.726539,2020-08-20T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""PartisanRight"",
  ""QAnon""
]",QAnon,YouTube,https://yt3.ggpht.com/inQTytguXyEI9GaOuBiMmyf7ozLjylse7xmQ4CRNn50ivQONi77O4W7c4TmxMy3c5Koz-KzLAQ=s88-c-k-c0x00ffffff-no-rj,NO,
UCBceihEYR7elOoeWTuDhAzA,This is Europa,1703312,,1.0,23400.0,310.48674,310.48674,561981,44.993477766,27.86531104,51.156146179,51.156146179,2.111111,2013-04-09T00:00:00.0000000Z,2018-03-24T00:00:00.0000000Z,R,"[
  ""AntiSJW"",
  ""WhiteIdentitarian""
]",White Identitarian,YouTube,https://yt3.ggpht.com/ytc/AL5GRJUjXGLSVAuR3HGeyCraWVvI-MaZ2iwHXRFZxVPZBw=s88-c-k-c0x00ffffff-no-rj,YES,21
UCD6DjUrR0_JYA0t5kd3KR5g,Brother Ben X Network,13444808,US,0.95,145000.0,14334.989899,14334.989899,17029968,13070.656014091,5926.152783624,12387.42358804,11768.052408638,33.006611,2018-12-16T00:00:00.0000000Z,2022-03-18T00:00:00.0000000Z,C,"[
  ""Black"",
  ""SocialJustice""
]",Black,YouTube,https://yt3.ggpht.com/1dEEKEaBh2uaLtgW5D-Kaj_rKJ-lBfqj11Y2ehk-hFYf9dhzDjxRRx8chcLUzhkVMlhkDIBWeg=s88-c-k-c0x00ffffff-no-rj,NO,
UCTsSNNbky0vLVZZAE8tU4fg,Eindbazen,3475944,NL,0.8,23100.0,1168.712676,1168.712676,3319144,1484.413454408,2291.097896295,1391.739202658,1113.391362126,73.523457,2015-01-11T00:00:00.0000000Z,2022-10-21T00:00:00.0000000Z,R,"[
  ""AntiSJW""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/4QzSrmo0HBkS-2fSSXLO7y0fA9fmUeSV3P0-OtbeZWPGDSlfyAw8Swv2K9ssFKdtRxkLGLF9GA=s88-c-k-c0x00ffffff-no-rj,YES,456
UCNvtGycBq2RwqPnblRG_GSg,Joy,2964401,US,0.8,17900.0,1754.226539,1754.226539,2934821,829.826385648,462.90717343,682.879568106,546.303654485,29.020548,2017-04-15T00:00:00.0000000Z,2021-11-13T00:00:00.0000000Z,C,"[
  ""AntiSJW"",
  ""LGBT""
]",Anti-SJW,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWi2sRND6okU7oTMkQo_lfpuTbSnyUL3SEUGiz8=s88-c-k-c0x00ffffff-no-rj,YES,293
UCjJec0wv1EUomjrBNt1xCTA,Mahyar Tousi,163610292,GB,1.0,274000.0,47322.658322,47322.658322,139885778,239554.951975982,42882.446870467,106823.167774086,106823.167774086,7.659417,2014-09-16T09:15:55.0000000Z,2022-10-20T00:00:00.0000000Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/ytc/AL5GRJWw0dSl2P5wBgidRNIu5JofIekWgFYH-afgcBfnKQ=s88-c-k-c0x00ffffff-no-rj,YES,4845
UCTLd2bFGKP043ycgahPxi5A,The John-Henry Westen Channel,20606919,US,0.8,149000.0,9439.497713,9439.497713,12384621,21746.758640703,8787.743139554,9820.935215947,7856.748172757,19.472754,2019-03-20T00:00:00.0000000Z,2022-10-22T00:05:50.3232321Z,R,"[
  ""PartisanRight""
]",Partisan Right,YouTube,https://yt3.ggpht.com/J1myDmnlPmuZ6YxF6ZTDfePOFQvzsVYT4tR5MNKuE5ooM3lbs20E7VcuFrAfikYhqGrVu2oTuA=s88-c-k-c0x00ffffff-no-rj,NO,
